Generation,Fitness,Mutation rate
0,4322.328510029718,0.3
1,4070.095809435364,0.29969999999999997
2,3837.069085066865,0.29940029999999995
3,3378.7854201337295,0.2991008997
4,3272.38970653789,0.2988017988003
5,3215.6114446508172,0.2985029970014997
6,3152.965883358098,0.29820449400449817
7,2999.081483655275,0.2979062895104937
8,2836.26809435364,0.2976083832209832
9,2792.893560921248,0.29731077483776225
10,2680.1389361069837,0.2970134640629245
11,2644.5361062407133,0.2967164505988616
12,2596.9783907875185,0.2964197341482627
13,2580.5754197622587,0.29612331441411444
14,2542.43611961367,0.29582719109970035
15,2443.2578751857354,0.29553136390860063
16,2412.641102897474,0.29523583254469205
17,2367.2397997771172,0.29494059671214734
18,2342.3869201337297,0.2946456561154352
19,2405.6991890787517,0.2943510104593198
20,2330.521438707281,0.29405665944886045
21,2303.737427934621,0.2937626027894116
22,2244.572893387816,0.29346884018662217
23,2222.0944093610697,0.29317537134643556
24,2202.1628153789006,0.29288219597508913
25,2138.1011797919764,0.29258931377911407
26,2123.1631251857357,0.29229672446533495
27,2133.2174929420507,0.2920044277408696
28,2142.5086738484397,0.29171242331312874
29,2124.454747028232,0.29142071088981564
30,2136.960410846954,0.2911292901789258
31,2120.6530746656763,0.29083816088874687
32,2095.7836367013374,0.2905473227278581
33,2031.3061381872214,0.29025677540513023
34,2031.2065984398216,0.2899665186297251
35,2069.4133309806834,0.2896765521110954
36,2110.6599045319467,0.2893868755589843
37,2137.0279491084693,0.28909748868342533
38,2082.5860538632987,0.2888083911947419
39,2057.399677191679,0.28851958280354717
40,2084.3910806092126,0.2882310632207436
41,2062.989836552749,0.28794283215752287
42,2012.1343922734027,0.2876548893253653
43,1994.3235412332838,0.28736723443603995
44,1973.7557269687964,0.2870798672016039
45,1965.836943536404,0.2867927873344023
46,1934.7889472511145,0.2865059945470679
47,1978.0356838781574,0.28621948855252083
48,1970.3708863298664,0.2859332690639683
49,1960.4864164190194,0.28564733579490437
50,1987.117397102526,0.2853616884591095
51,1898.9184658246656,0.28507632677065037
52,1899.557016344725,0.2847912504438797
53,1890.0437630014858,0.2845064591934358
54,1876.3628655274888,0.2842219527342424
55,1866.8353432392273,0.28393773078150814
56,1835.9881946508171,0.28365379305072663
57,1862.1806875928678,0.2833701392576759
58,1871.088468796434,0.28308676911841824
59,1849.5849193907875,0.2828036823492998
60,1853.530118499257,0.2825208786669505
61,1831.892970282318,0.2822383577882836
62,1805.4243034918277,0.2819561194304953
63,1835.4970486627044,0.2816741633110648
64,1851.7596675334323,0.2813924891477538
65,1833.7410835809808,0.281111096658606
66,1841.7090687221396,0.2808299855619474
67,1808.3124505943535,0.28054915557638543
68,1816.1064524517087,0.28026860642080903
69,1808.4398618127786,0.2799883378143882
70,1836.894968796434,0.2797083494765738
71,1848.2870950965826,0.27942864112709725
72,1814.7133644130759,0.27914921248597013
73,1834.2974658246658,0.2788700632734842
74,1787.5163309806835,0.2785911932102107
75,1831.847735141159,0.2783126020170005
