Generation,Fitness,Best fitness,Mutation rate
464,967.9873499257058,967.9873499257058,0.0027403814230786104
465,967.7186147845468,967.7186147845468,0.0027677852373093966
466,967.231749628529,967.231749628529,0.0027954630896824904
467,967.1087689450222,967.1087689450222,0.0028234177205793153
468,966.6578889301635,966.6578889301635,0.0028516518977851086
469,966.4548473254087,966.4548473254087,0.00288016841676296
470,966.2053146359584,966.2053146359584,0.0029089701009305893
471,965.8266679049034,965.8266679049034,0.0029380598019398954
472,965.7016552748886,965.7016552748886,0.0029674403999592944
473,965.328645988113,965.328645988113,0.0029971148039588873
474,965.1917262258544,965.1917262258544,0.0030270859519984763
475,965.0545505200595,965.0545505200595,0.003057356811518461
476,964.6922028231797,964.6922028231797,0.0030879303796336457
477,964.440911218425,964.440911218425,0.003118809683429982
478,964.3539676820208,964.3539676820208,0.003149997780264282
479,964.0939639673105,964.0939639673105,0.003181497758066925
480,963.6587239970282,963.6587239970282,0.0032133127356475943
481,962.7275988112928,962.7275988112928,0.00324544586300407
482,962.6521151560179,962.6521151560179,0.0032779003216341107
483,962.0189219910847,962.0189219910847,0.0033106793248504516
484,961.5511400445765,961.5511400445765,0.003343786118098956
485,961.3904606240714,961.3904606240714,0.0033772239792799457
486,960.8589134472511,960.8589134472511,0.003410996219072745
487,960.3164468796434,960.3164468796434,0.0034451061812634724
488,959.7563670133729,959.7563670133729,0.0034795572430761073
489,959.4027849182763,959.4027849182763,0.0035143528155068683
490,959.2802741456167,959.2802741456167,0.003549496343661937
491,958.7953439821694,958.7953439821694,0.0035849913070985567
492,958.1743131500743,958.1743131500743,0.0036208412201695424
493,957.8697109955424,957.8697109955424,0.0036570496323712377
494,955.8884000742942,955.8884000742942,0.00369362012869495
495,954.755647102526,954.755647102526,0.0037305563299818993
496,954.35504346211,954.35504346211,0.0037678618932817185
497,953.7609494799406,953.7609494799406,0.0038055405122145356
498,953.4985910104012,953.4985910104012,0.003843595917336681
499,952.9594134472511,952.9594134472511,0.003882031876510048
500,952.726589153046,952.726589153046,0.003920852195275148
501,952.4165575780089,952.4165575780089,0.0039600607172279
502,951.6857626300149,951.6857626300149,0.003999661324400179
503,951.3836255572065,951.3836255572065,0.004039657937644181
504,951.1836352154533,951.1836352154533,0.004080054517020623
505,951.0322035661219,951.0322035661219,0.004120855062190829
506,950.6264621099555,950.6264621099555,0.004162063612812738
507,950.3139910846954,950.3139910846954,0.004203684248940865
508,949.8063566121842,949.8063566121842,0.004245721091430274
509,949.1724929420506,949.1724929420506,0.004288178302344577
510,948.8297269687964,948.8297269687964,0.004331060085368022
511,948.2219435364042,948.2219435364042,0.0043743706862217025
512,948.1872165676077,948.1872165676077,0.0044181143930839195
513,947.637926820208,947.637926820208,0.004462295537014759
514,947.6227563150075,947.6227563150075,0.004506918492384907
515,946.6585835809807,946.6585835809807,0.0045519876773087555
516,946.2759364784547,946.2759364784547,0.004597507554081843
517,946.1645401188707,946.1645401188707,0.004643482629622661
518,945.6309294205053,945.6309294205053,0.004689917455918888
519,945.2427574294205,945.2427574294205,0.0047368166304780765
520,943.7694000742943,943.7694000742943,0.004784184796782857
521,942.8969320208024,942.8969320208024,0.004832026644750686
522,942.840441307578,942.840441307578,0.004880346911198192
523,942.5602150817236,942.5602150817236,0.004929150380310174
524,942.1850861812778,942.1850861812778,0.004978441884113276
525,941.6190014858842,941.6190014858842,0.005028226302954408
526,941.5413956166419,941.5413956166419,0.005078508565983952
527,941.2116671619614,941.2116671619614,0.005129293651643792
528,940.957691307578,940.957691307578,0.00518058658816023
529,938.8494981426448,938.8494981426448,0.005232392454041832
530,937.2546389301634,937.2546389301634,0.00528471637858225
531,937.2114498514115,937.2114498514115,0.005337563542368072
532,936.871676820208,936.871676820208,0.0053909391777917535
533,936.5949127043091,936.5949127043091,0.005444848569569671
534,936.1556519316493,936.1556519316493,0.005499297055265368
535,935.7056601040119,935.7056601040119,0.005554290025818022
536,935.4830746656761,935.4830746656761,0.005609832926076202
537,935.0680141158989,935.0680141158989,0.005665931255336964
