Generation,Fitness,Best fitness,Mutation rate
0,1017.7246671619614,1017.7246671619614,0.099
1,1017.7246671619614,1017.7246671619614,0.09999000000000001
2,1017.7246671619614,1017.7246671619614,0.10098990000000001
3,1017.7246671619614,1017.7246671619614,0.101999799
4,1017.7246671619614,1017.7246671619614,0.10301979699000001
5,1017.7246671619614,1017.7246671619614,0.10404999495990001
6,1016.9861441307578,1016.9861441307578,0.10300949501030102
7,1016.8464190193165,1016.8464190193165,0.10197940006019801
8,1016.6100627786033,1016.6100627786033,0.10095960605959603
9,1016.6100627786033,1016.6100627786033,0.10196920212019199
10,1015.2111823922734,1015.2111823922734,0.10094951009899007
11,1015.2111823922734,1015.2111823922734,0.10195900519997997
12,1015.2111823922734,1015.2111823922734,0.10297859525197976
13,1015.1170382615156,1015.1170382615156,0.10194880929945996
14,1014.5827421991085,1014.5827421991085,0.10092932120646536
15,1012.969661218425,1012.969661218425,0.09992002799440071
16,1012.969661218425,1012.969661218425,0.10091922827434471
17,1012.969661218425,1012.969661218425,0.10192842055708816
18,1012.336043833581,1012.336043833581,0.10090913635151727
19,1011.6025999257058,1011.6025999257058,0.09990004498800209
20,1011.0218945022289,1011.0218945022289,0.09890104453812207
21,1009.8445876671619,1009.8445876671619,0.09791203409274085
22,1009.8445876671619,1009.8445876671619,0.09889115443366826
23,1009.5483020059436,1009.5483020059436,0.09790224288933158
24,1009.0931667904904,1009.0931667904904,0.09692322046043826
25,1008.8125486627043,1008.8125486627043,0.09595398825583387
26,1008.8125486627043,1008.8125486627043,0.09691352813839221
27,1008.770073922734,1008.770073922734,0.09594439285700829
28,1008.770073922734,1008.770073922734,0.09690383678557837
29,1008.770073922734,1008.770073922734,0.09787287515343415
30,1008.3780787518574,1008.3780787518574,0.0968941464018998
31,1008.3780787518574,1008.3780787518574,0.09786308786591881
32,1008.0433317236256,1008.0433317236256,0.09688445698725962
33,1006.8086875928677,1006.8086875928677,0.09591561241738701
34,1006.4023276374443,1006.4023276374443,0.09495645629321314
35,1006.4023276374443,1006.4023276374443,0.09590602085614527
36,1006.0324368499257,1006.0324368499257,0.09494696064758382
37,1006.0324368499257,1006.0324368499257,0.09589643025405965
38,1005.012514858841,1005.012514858841,0.09493746595151906
39,1005.012514858841,1005.012514858841,0.09588684061103425
40,1005.012514858841,1005.012514858841,0.0968457090171446
41,1003.8276589895988,1003.8276589895988,0.09587725192697315
42,1003.6567633729569,1003.6567633729569,0.09491847940770341
43,1002.320910475483,1002.320910475483,0.09396929461362638
44,1002.320910475483,1002.320910475483,0.09490898755976264
45,1002.320910475483,1002.320910475483,0.09585807743536026
46,1001.8467239970282,1001.8467239970282,0.09489949666100665
47,1000.3877711738485,1000.3877711738485,0.09395050169439659
48,1000.3877711738485,1000.3877711738485,0.09489000671134055
49,1000.3877711738485,1000.3877711738485,0.09583890677845396
50,1000.3877711738485,1000.3877711738485,0.0967972958462385
51,1000.3877711738485,1000.3877711738485,0.09776526880470089
52,1000.3877711738485,1000.3877711738485,0.0987429214927479
53,1000.2001560178306,1000.2001560178306,0.09775549227782042
54,1000.2001560178306,1000.2001560178306,0.09873304720059863
55,1000.2001560178306,1000.2001560178306,0.09972037767260461
