Generation,Fitness,Best fitness,Mutation rate
20,2268.9809711388457,2268.9809711388457,0.3080979850868617
21,2212.3213704173168,2212.3213704173168,0.31117896493773034
22,2167.3553393135726,2167.3553393135726,0.31429075458710765
23,2110.41837899766,2110.41837899766,0.31743366213297874
24,2048.65940473869,2048.65940473869,0.3206079987543085
25,2022.899417901716,2022.899417901716,0.3238140787418516
26,1964.6040766380656,1964.6040766380656,0.3270522195292701
27,1964.6040766380656,1964.6040766380656,0.16352610976463505
28,1875.0282771060843,1875.0282771060843,0.16516137086228141
29,1862.3027730109204,1862.3027730109204,0.16681298457090424
30,1805.7754572932918,1805.7754572932918,0.1684811144166133
31,1788.9029933697348,1788.9029933697348,0.17016592556077942
32,1756.9703968408737,1756.9703968408737,0.17186758481638723
33,1754.6083609594384,1754.6083609594384,0.1735862606645511
34,1734.9255855109204,1734.9255855109204,0.17532212327119662
35,1719.3202379095164,1719.3202379095164,0.17707534450390858
36,1699.4678734399376,1699.4678734399376,0.17884609794894765
37,1697.8178217628706,1697.8178217628706,0.18063455892843713
38,1654.1886032566304,1654.1886032566304,0.18244090451772152
39,1640.4614625585023,1640.4614625585023,0.18426531356289874
40,1618.104735276911,1618.104735276911,0.18610796669852772
41,1609.1277369344773,1609.1277369344773,0.187969046365513
42,1599.5162553627144,1599.5162553627144,0.18984873682916814
43,1585.5129689937598,1585.5129689937598,0.19174722419745982
44,1572.3098717823714,1572.3098717823714,0.19366469643943443
45,1559.5193277106084,1559.5193277106084,0.1956013434038288
46,1544.6956649765991,1544.6956649765991,0.19755735683786707
47,1517.7087690132605,1517.7087690132605,0.19953293040624576
48,1504.7013996684868,1504.7013996684868,0.20152825971030822
49,1495.7637105109204,1495.7637105109204,0.2035435423074113
50,1482.7847962168487,1482.7847962168487,0.20557897773048542
51,1481.5951750195009,1481.5951750195009,0.20763476750779028
52,1476.9876101794073,1476.9876101794073,0.2097111151828682
53,1465.3298747074882,1465.3298747074882,0.21180822633469687
54,1465.3298747074882,1465.3298747074882,0.10590411316734843
55,1455.4208999609984,1455.4208999609984,0.10696315429902192
56,1448.126471821373,1448.126471821373,0.10803278584201215
57,1435.7004972698908,1435.7004972698908,0.10911311370043227
58,1430.2097484399376,1430.2097484399376,0.11020424483743659
59,1422.4644768915757,1422.4644768915757,0.11130628728581095
60,1420.2679938572544,1420.2679938572544,0.11241935015866907
61,1419.6744515405617,1419.6744515405617,0.11354354366025576
62,1410.278457975819,1410.278457975819,0.11467897909685833
63,1409.402454173167,1409.402454173167,0.1158257688878269
64,1401.9454826443057,1401.9454826443057,0.11698402657670517
65,1380.8093725624026,1380.8093725624026,0.11815386684247223
66,1380.8093725624026,1380.8093725624026,0.059076933421236114
67,1379.355596723869,1379.355596723869,0.05966770275544848
68,1359.7489220943837,1359.7489220943837,0.06026437978300296
69,1354.8281537636506,1354.8281537636506,0.06086702358083299
70,1342.7708555967238,1342.7708555967238,0.06147569381664132
71,1333.2419388650546,1333.2419388650546,0.062090450754807736
72,1329.974793779251,1329.974793779251,0.06271135526235581
73,1327.5183438962558,1327.5183438962558,0.06333846881497937
74,1324.2070007800312,1324.2070007800312,0.06397185350312916
75,1313.1979826443057,1313.1979826443057,0.06461157203816045
76,1309.3248201053043,1309.3248201053043,0.06525768775854206
77,1307.0077359594384,1307.0077359594384,0.06591026463612748
78,1299.3536052067084,1299.3536052067084,0.06656936728248876
79,1292.052815425117,1292.052815425117,0.06723506095531365
80,1290.4143218603745,1290.4143218603745,0.06790741156486678
81,1283.98310549922,1283.98310549922,0.06858648568051545
82,1281.6709184867395,1281.6709184867395,0.0692723505373206
83,1274.5810730304213,1274.5810730304213,0.06996507404269381
84,1266.9828758775352,1266.9828758775352,0.07066472478312075
85,1266.9828758775352,1266.9828758775352,0.035332362391560374
86,1255.7903675897037,1255.7903675897037,0.035685686015475976
87,1253.1342531201249,1253.1342531201249,0.03604254287563074
88,1248.6732400546023,1248.6732400546023,0.036402968304387044
89,1247.051319227769,1247.051319227769,0.03676699798743092
90,1242.072111446958,1242.072111446958,0.037134667967305225
91,1240.1894842043682,1240.1894842043682,0.03750601464697828
92,1238.4815288611544,1238.4815288611544,0.037881074793448065
93,1238.2620826833074,1238.2620826833074,0.03825988554138254
