Generation,Fitness,Best fitness,Mutation rate
0,1090.998765230312,1090.998765230312,0.099
1,1090.998765230312,1090.998765230312,0.09999000000000001
2,1090.998765230312,1090.998765230312,0.10098990000000001
3,1090.998765230312,1090.998765230312,0.101999799
4,1090.998765230312,1090.998765230312,0.10301979699000001
5,1090.998765230312,1090.998765230312,0.10404999495990001
6,1090.998765230312,1090.998765230312,0.10509049490949901
7,1090.998765230312,1090.998765230312,0.106141399858594
8,1089.5355063150075,1089.5355063150075,0.10507998586000805
9,1089.5355063150075,1089.5355063150075,0.10613078571860814
10,1089.5355063150075,1089.5355063150075,0.10719209357579422
11,1089.5355063150075,1089.5355063150075,0.10826401451155217
12,1089.5355063150075,1089.5355063150075,0.1093466546566677
13,1089.5355063150075,1089.5355063150075,0.11044012120323438
14,1089.0140921248142,1089.0140921248142,0.10933571999120203
15,1089.0140921248142,1089.0140921248142,0.11042907719111406
16,1089.0140921248142,1089.0140921248142,0.1115333679630252
17,1089.0140921248142,1089.0140921248142,0.11264870164265545
18,1089.0140921248142,1089.0140921248142,0.113775188659082
19,1083.7804773402675,1083.7804773402675,0.11263743677249118
20,1083.7804773402675,1083.7804773402675,0.1137638111402161
21,1083.7804773402675,1083.7804773402675,0.11490144925161826
22,1083.7804773402675,1083.7804773402675,0.11605046374413444
23,1083.641529346211,1083.641529346211,0.1148899591066931
24,1083.2570479197623,1083.2570479197623,0.11374105951562617
25,1082.40402897474,1082.40402897474,0.11260364892046991
26,1082.40402897474,1082.40402897474,0.11372968540967461
27,1082.40402897474,1082.40402897474,0.11486698226377136
28,1082.40402897474,1082.40402897474,0.11601565208640907
29,1072.6308410104011,1072.6308410104011,0.11485549556554497
30,1072.6308410104011,1072.6308410104011,0.11600405052120043
31,1072.6308410104011,1072.6308410104011,0.11716409102641244
32,1068.5522548291233,1068.5522548291233,0.11599245011614831
33,1068.5522548291233,1068.5522548291233,0.11715237461730979
34,1068.5522548291233,1068.5522548291233,0.1183238983634829
35,1065.9496571322436,1065.9496571322436,0.11714065937984806
36,1065.9496571322436,1065.9496571322436,0.11831206597364655
37,1065.9496571322436,1065.9496571322436,0.11949518663338302
38,1065.9496571322436,1065.9496571322436,0.12069013849971685
39,1065.9496571322436,1065.9496571322436,0.12189703988471402
40,1065.9496571322436,1065.9496571322436,0.12311601028356116
41,1065.9496571322436,1065.9496571322436,0.12434717038639677
42,1065.9496571322436,1065.9496571322436,0.12559064209026075
43,1065.9496571322436,1065.9496571322436,0.12684654851116337
44,1065.9496571322436,1065.9496571322436,0.128115013996275
45,1065.9496571322436,1065.9496571322436,0.12939616413623775
46,1065.9496571322436,1065.9496571322436,0.13069012577760014
47,1065.9496571322436,1065.9496571322436,0.13199702703537614
48,1065.9496571322436,1065.9496571322436,0.1333169973057299
49,1065.9496571322436,1065.9496571322436,0.1346501672787872
50,1065.9496571322436,1065.9496571322436,0.13599666895157508
