Generation,Fitness,Mutation rate
0,4457.098927934621,0.3
1,4371.193804977712,0.29969999999999997
2,4257.756880757801,0.29940029999999995
3,4026.230527488856,0.2991008997
4,3698.895397845468,0.2988017988003
5,3724.444147102526,0.2985029970014997
6,3507.407238484398,0.29820449400449817
7,3348.6294780832095,0.2979062895104937
8,3278.880207652303,0.2976083832209832
9,3271.3582622585436,0.29731077483776225
10,3240.3740794947994,0.2970134640629245
11,3194.557526745914,0.2967164505988616
12,3093.3057113670134,0.2964197341482627
13,3100.4236422734025,0.29612331441411444
14,3081.033858469539,0.29582719109970035
15,3058.8481983655274,0.29553136390860063
16,2973.1970520059435,0.29523583254469205
17,2895.2004071322435,0.29494059671214734
18,2857.2151549034174,0.2946456561154352
19,2848.072454680535,0.2943510104593198
20,2813.4468447251115,0.29405665944886045
21,2813.2386835066864,0.2937626027894116
22,2802.8052232540863,0.29346884018662217
23,2794.3769836552747,0.29317537134643556
24,2771.7764175334323,0.29288219597508913
25,2621.2970653789002,0.29258931377911407
26,2611.14220282318,0.29229672446533495
27,2591.3063168647845,0.2920044277408696
28,2571.1750252600295,0.29171242331312874
29,2551.6939892273404,0.29142071088981564
30,2579.9435059435364,0.2911292901789258
31,2563.559765601783,0.29083816088874687
32,2523.4835222882616,0.2905473227278581
33,2503.0888042347697,0.29025677540513023
34,2433.2890858098067,0.2899665186297251
35,2456.5022254829123,0.2896765521110954
36,2459.7870382615156,0.2893868755589843
37,2446.91001077266,0.28909748868342533
38,2432.8577425705794,0.2888083911947419
39,2451.3977696879642,0.28851958280354717
40,2462.2525642644873,0.2882310632207436
41,2447.6549182763742,0.28794283215752287
42,2437.2822815750374,0.2876548893253653
43,2400.096236255572,0.28736723443603995
44,2374.794204309064,0.2870798672016039
45,2376.1763588410104,0.2867927873344023
46,2371.044534546805,0.2865059945470679
47,2320.9376667904903,0.28621948855252083
48,2306.798246656761,0.2859332690639683
49,2293.623382615156,0.28564733579490437
50,2315.5301816493316,0.2853616884591095
51,2318.3409617384846,0.28507632677065037
52,2290.4141950222884,0.2847912504438797
53,2209.712646359584,0.2845064591934358
54,2156.800097325409,0.2842219527342424
55,2175.4591236998513,0.28393773078150814
56,2156.462190936107,0.28365379305072663
57,2130.24201448737,0.2833701392576759
58,2132.2861121842498,0.28308676911841824
59,2115.1536526745913,0.2828036823492998
60,2107.4569320208025,0.2825208786669505
61,2043.3713855869241,0.2822383577882836
62,2044.8467529717682,0.2819561194304953
63,1991.1979186478454,0.2816741633110648
64,2003.4564145616641,0.2813924891477538
65,1971.6889944279346,0.281111096658606
66,1945.466383729569,0.2808299855619474
67,1937.8822251114414,0.28054915557638543
68,1931.797119985141,0.28026860642080903
69,1917.849366641902,0.2799883378143882
70,1917.6100642644874,0.2797083494765738
71,1911.0504439078752,0.27942864112709725
72,1915.2265486627043,0.27914921248597013
73,1898.0950523774145,0.2788700632734842
74,1872.68881166419,0.2785911932102107
75,1868.1969487369986,0.2783126020170005
76,1864.5153763001485,0.2780342894149835
77,1863.660514858841,0.2777562551255685
78,1869.688676448737,0.27747849887044296
79,1862.6537615156017,0.2772010203715725
80,1866.1850683506686,0.2769238193512009
81,1839.9274621099555,0.27664689553184973
82,1821.9487083952451,0.2763702486363179
83,1827.35751448737,0.27609387838768157
84,1817.3694208766717,0.2758177845092939
85,1822.319030089153,0.2755419667247846
86,1819.831088410104,0.2752664247580598
87,1806.025516716196,0.27499115833330173
88,1790.4749658246658,0.27471616717496844
89,1768.315662704309,0.2744414510077935
90,1763.950486255572,0.2741670095567857
91,1764.0496649331353,0.2738928425472289
92,1759.8777864041606,0.27361894970468165
93,1736.8864962852897,0.27334533075497697
94,1732.5844602526004,0.273071985424222
95,1729.6246797919762,0.2727989134387978
96,1714.7700954680536,0.272526114525359
97,1704.7683699851411,0.27225358841083364
98,1703.7048595839524,0.2719813348224228
99,1702.8560011144132,0.2717093534876004
100,1709.6209609955424,0.2714376441341128
101,1710.201839524517,0.2711662064899787
102,1704.4572258543833,0.2708950402834887
103,1710.3202563150073,0.2706241452432052
104,1727.3437916047549,0.270353521097962
105,1722.2425924962854,0.27008316757686407
106,1720.6628777860326,0.2698130844092872
107,1723.6946147845467,0.26954327132487793
108,1700.0031853640417,0.26927372805355304
109,1681.0787095096582,0.26900445432549946
110,1687.3527823179793,0.268735449871174
111,1688.316160104012,0.2684667144213028
112,1663.7306255572066,0.2681982477068815
113,1642.766453194651,0.2679300494591746
114,1650.2006103268945,0.2676621194097154
115,1644.5733153789004,0.2673944572903057
116,1652.307102154532,0.2671270628330154
117,1640.6597169390789,0.2668599357701824
118,1637.3271942793463,0.2665930758344122
119,1610.9562708023775,0.2663264827585778
120,1610.041545319465,0.2660601562758192
121,1584.4010627786033,0.26579409611954335
122,1588.4704758543833,0.2655283020234238
123,1576.9599089895987,0.2652627737214004
124,1599.5100653789004,0.264997510947679
125,1611.672737369985,0.2647325134367313
126,1607.6620081723624,0.2644677809232946
127,1621.4668491827638,0.2642033131423713
128,1614.1819773402674,0.2639391098292289
129,1596.4663577265974,0.26367517071939967
130,1573.7014138187221,0.26341149554868026
131,1586.1925694650818,0.26314808405313156
132,1584.841674962853,0.2628849359690784
133,1584.417016716196,0.2626220510331093
134,1538.6619457652303,0.2623594289820762
135,1547.3555178306092,0.26209706955309414
136,1561.3081983655275,0.26183497248354104
137,1552.0392622585439,0.2615731375110575
138,1546.870516344725,0.2613115643735464
139,1547.4776508172363,0.2610502528091729
140,1531.9084045319464,0.26078920255636373
141,1535.3274673105498,0.2605284133538074
142,1534.4437176820209,0.26026788494045355
143,1532.251056835067,0.2600076170555131
144,1534.082367384844,0.2597476094384576
145,1534.1943785289748,0.2594878618290191
146,1558.1219981426448,0.2592283739671901
147,1559.5250542347696,0.2589691455932229
148,1556.4169721396731,0.2587101764476297
149,1556.5699947994055,0.2584514662711821
150,1558.0090234026745,0.2581930148049109
151,1552.9430616641903,0.257934821790106
152,1552.2447165676078,0.2576768869683159
153,1529.9241556463596,0.2574192100813476
154,1529.9241556463596,0.2571617908712663
155,1499.3853502971767,0.256904629080395
156,1504.7168621842495,0.2566477244513146
157,1490.5233759286775,0.2563910767268633
158,1488.4703064635958,0.2561346856501364
159,1486.1375104011888,0.2558785509644863
160,1490.9032919762258,0.2556226724135218
161,1488.5007262258544,0.2553670497411083
162,1494.9781121842495,0.2551116826913672
163,1486.2625234026746,0.2548565710086758
164,1481.3609186478454,0.25460171443766716
165,1481.3609186478454,0.2543471127232295
166,1491.273310178306,0.2540927656105063
167,1487.563442421991,0.2538386728448958
168,1487.229014858841,0.2535848341720509
169,1494.5578859583952,0.25333124933787887
170,1509.5356066121842,0.253077918088541
171,1511.5452310549776,0.2528248401704525
172,1514.0076645616641,0.252572015330282
173,1518.7954606240712,0.2523194433149517
174,1520.3964323922735,0.25206712387163677
175,1523.366558320951,0.2518150567477651
176,1530.2855869242198,0.25156324169101735
177,1523.660249628529,0.25131167844932634
178,1543.2040965824665,0.251060366770877
179,1545.0914011887073,0.25080930640410615
180,1544.9302232540863,0.25055849709770206
181,1550.1647897473997,0.25030793860060435
182,1533.9189175334325,0.25005763066200376
183,1536.5339832838038,0.24980757303134177
184,1536.9449981426449,0.24955776545831043
185,1487.9384026745913,0.2493082076928521
186,1490.8937968053492,0.24905889948515927
187,1498.0935,0.24880984058567412
188,1497.7617544576524,0.24856103074508845
189,1493.7884227340267,0.24831246971434337
190,1518.0085226597325,0.24806415724462902
191,1491.7684446508172,0.2478160930873844
192,1495.1294910846955,0.247568276994297
193,1485.5879019316494,0.24732070871730272
194,1488.0443005200593,0.24707338800858542
195,1489.3644531946509,0.24682631462057683
196,1502.9783959881129,0.24657948830595625
197,1508.2575338038632,0.2463329088176503
198,1512.7805962109956,0.24608657590883265
199,1503.9313328380385,0.24584048933292382
200,1505.8657473997027,0.2455946488435909
201,1483.0766084695395,0.2453490541947473
202,1503.9038343239226,0.24510370514055257
203,1481.8341987369986,0.24485860143541202
204,1476.6722826894502,0.2446137428339766
205,1468.57797102526,0.24436912909114264
206,1450.0123294947994,0.2441247599620515
207,1444.4501110698366,0.24388063520208944
208,1444.4900007429421,0.24363675456688735
209,1454.3433120356613,0.24339311781232045
210,1464.1310783803863,0.24314972469450813
211,1473.807238484398,0.24290657496981363
212,1473.9009227340268,0.24266366839484382
213,1464.7017878900447,0.24242100472644898
214,1461.7839294205053,0.24217858372172252
215,1457.9983618127785,0.2419364051380008
216,1449.0759829123328,0.2416944687328628
217,1459.7303280089152,0.24145277426412992
218,1457.177942421991,0.2412113214898658
219,1458.6810263744428,0.24097011016837594
220,1450.3809788261515,0.24072914005820756
221,1463.4757269687964,0.24048841091814935
222,1460.6535040861813,0.2402479225072312
223,1456.420660475483,0.24000767458472397
224,1445.2764331352155,0.23976766691013923
225,1454.3376582466567,0.2395278992432291
226,1455.9352871471026,0.23928837134398587
227,1445.5105382615156,0.23904908297264188
228,1450.2687433135216,0.23881003388966923
229,1459.6238614413076,0.23857122385577956
230,1464.42655794948,0.23833265263192377
231,1472.9451296433879,0.23809431997929184
232,1457.5638421248143,0.23785622565931255
233,1458.5364063893016,0.23761836943365325
234,1456.2156084695393,0.2373807510642196
235,1452.4941203566123,0.23714337031315538
236,1448.8688205794947,0.23690622694284222
237,1453.4552150817237,0.23666932071589938
238,1480.101690193165,0.2364326513951835
239,1476.238704680535,0.2361962187437883
240,1460.7270627786033,0.2359600225250445
241,1464.6841092124814,0.23572406250251945
242,1446.3236965081724,0.23548833844001693
243,1461.809499257058,0.23525285010157693
244,1453.7016801634472,0.23501759725147536
245,1445.5134643387817,0.2347825796542239
246,1447.9727031946509,0.23454779707456966
247,1453.1959676820209,0.23431324927749508
248,1435.1775943536404,0.23407893602821758
249,1433.9957778603268,0.23384485709218936
250,1428.730868499257,0.23361101223509717
251,1430.3620089153046,0.23337740122286207
252,1428.944147473997,0.2331440238216392
253,1428.6719234769687,0.23291087979781758
254,1428.6066816493314,0.23267796891801976
255,1423.9611363298663,0.23244529094910174
256,1419.311515601783,0.23221284565815264
257,1434.2520921248142,0.23198063281249448
258,1424.856721396731,0.231748652179682
259,1418.6410776374444,0.23151690352750232
260,1415.1440921248143,0.23128538662397483
261,1418.3786515601782,0.23105410123735085
262,1413.7618023774146,0.23082304713611349
263,1413.434265973254,0.23059222408897737
264,1422.2714037890044,0.2303616318648884
265,1423.0813031203566,0.23013127023302352
266,1416.9962039375928,0.2299011389627905
267,1419.3460096582467,0.2296712378238277
268,1406.3081846210996,0.22944156658600387
269,1413.9457589153046,0.22921212501941787
270,1416.8582901188706,0.22898291289439845
271,1420.3880538632986,0.22875392998150407
272,1418.3792849182764,0.22852517605152256
273,1407.9013194650818,0.22829665087547105
274,1404.038105497771,0.22806835422459557
275,1411.983558320951,0.22784028587037097
276,1413.0490464338782,0.2276124455845006
277,1418.9943603268946,0.2273848331389161
278,1406.651410846954,0.2271574483057772
279,1411.9628666419019,0.2269302908574714
280,1409.3160776374443,0.22670336056661394
281,1409.1106214710253,0.22647665720604732
282,1408.3236051263002,0.22625018054884127
283,1410.1986760772659,0.22602393036829244
284,1419.3743016344724,0.22579790643792413
285,1400.124631500743,0.2255721085314862
286,1444.9434327637443,0.2253465364229547
287,1434.0846378157503,0.22512118988653176
288,1411.8963592124815,0.22489606869664522
289,1404.9850029717682,0.22467117262794858
290,1403.2116801634472,0.22444650145532064
291,1397.799721396731,0.22422205495386532
292,1404.44751448737,0.22399783289891145
293,1404.955469167905,0.22377383506601253
294,1403.883647473997,0.22355006123094653
295,1402.201102897474,0.22332651116971558
296,1414.817530460624,0.22310318465854587
297,1403.1909635958395,0.22288008147388733
298,1377.047631500743,0.22265720139241343
